APPLE_JUICE	BLUE_BOWL	BLUE_LEGO	BLUE_MUG	BLUE_SPOON	COOKIES	ORANGE_JUICE	ORANGE_KNIFE	RED_LGO	RED_MUG
45.5096261578116	32.7412779580668	30.7063718328018	35.4925229123655	31.7246268473834	34.5205436766949	48.2828403577438	39.751646970848	41.0496995864687	45.5172134599459
48.4182650720853	32.8352200857646	32.7740542103062	36.6823064584794	32.8207285659136	37.2803217846228	50.1228585117281	41.1921536911911	43.320980011783	45.8411719644434
46.4120500310463	31.6419563537136	30.6112360804219	35.7980228465712	31.8522744991998	37.7477422022027	46.9058962645533	41.436336953557	42.479549698216	41.4027014537004
46.6903289819232	31.6847692309005	34.0526527915159	37.2371354263551	32.3427885884033	37.4409740293384	47.3142620017875	40.4564793334883	42.180016721402	42.6735903060187
48.0654738132549	30.5569190361713	33.9819046715208	36.6968803125489	34.2814123682488	38.8463918815427	48.1638557935976	41.4154197345749	41.9529077784337	42.9437002934459
47.9278171293212	28.9746796132803	32.0502459819812	35.297010332223	32.6025702527551	37.5385706185569	47.3536633885379	40.6565203624467	41.8873349429157	43.2842915704163
46.3435531942587	29.4639165419464	30.032006437118	36.2630163181255	30.2199000248804	35.6509414925665	46.8599057211774	39.5625305959795	41.251600203769	42.2370833222787
46.1811292416649	33.1091427034474	33.679772615862	37.5363452965907	29.1129732511246	37.071197836419	49.3301706852288	40.1828334972101	41.9657714856305	43.8341925082516
48.701179680399	33.7680064124507	32.8798393873099	38.0348038855399	29.0003073689522	37.1451593109217	50.7349334162985	41.3665431887297	44.1151314866208	47.2280046654043
46.0863976161344	35.0391111709494	33.4027956429324	36.4098204927374	30.6489911518392	37.2781984991514	48.7667556842643	40.8458255181554	43.2188050592274	46.8941407413674
46.0439994238943	34.1727697869978	31.4756124782149	37.6115278391027	30.1669363932769	36.8200296770416	49.5169289646716	40.8707670684976	42.4123770560402	44.3439263509837
47.0032443852972	32.3162916852314	31.6499081108352	35.2415881832091	32.2394342154661	35.9052559331603	49.3560386308042	40.8828532515919	42.2018225093585	43.3777271998883
45.7600779618906	28.2534116636859	31.3162580477011	35.0021665116099	29.0567114552139	34.887977139209	46.3230255177059	38.4238253553874	39.4999959323907	42.683555166482
42.4894615556171	29.8079534466717	32.1222124485455	32.6386106275208	29.5109969520352	32.8180602256239	42.4957650847289	37.9128492390641	37.83561583728	40.8835333983513
44.9857170050292	31.9530730009226	31.759763212632	35.8578104667205	31.1709688547879	35.4247517721346	45.3341874935628	38.9451427736906	39.5291687111967	41.0214825373068
43.7969270669671	30.12553456723	30.4701160236239	35.3338645974137	28.2814883472446	33.9375467103729	45.3246251805913	39.9347364179998	39.4437675153153	42.4748697025215
46.8489796141054	33.3117759605222	31.4910230888514	36.2397760550527	29.5287360047934	35.8421908351259	49.6899293369752	41.9003061723527	42.2486199334928	45.7510816174721
47.2484841629102	32.7090443384921	33.9322760691664	37.1246444997706	28.3012469213382	35.89068347905	49.931083982062	41.2303703986818	42.6939634037184	46.8650100217476
46.4222894976046	32.4432674851108	30.0015284469273	35.9949620930368	30.993691868859	36.4447181351174	48.5916618503063	39.9325407620218	40.5303301597951	42.3595878417783
45.6986354925884	30.0997466119985	29.8919153514409	34.8204198145844	30.0325402014526	34.5300985445521	46.7647844905315	38.7701827890611	38.7534194717598	42.0127935931104
