APPLE_JUICE	BLUE_BOWL	BLUE_LEGO	BLUE_MUG	BLUE_SPOON	COOKIES	ORANGE_JUICE	ORANGE_KNIFE	RED_LGO	RED_MUG
1121.63534814965	3377.85182001081	3372.18087418502	2542.22751789895	3293.45382555445	1799.09362023825	855.828446915199	511.574314947114	788.536970616267	851.972647160125
1091.94422003063	3436.30386712753	3414.13905786911	2542.57795402228	3355.830572494	1770.04061037047	837.10733118862	469.783509388962	700.450676735482	806.062322115068
1067.68148411951	3320.0678509809	3159.3333390318	3082.8304288114	3276.88773370613	1626.44635252437	1233.21087200132	593.27477529826	811.110481977226	1466.42555960263
1047.02383657892	3531.55942586186	3491.43396722531	2696.77803368794	3437.35141183964	1737.09088355742	875.109924358475	505.153291740141	721.605311730483	891.336009145925
932.385366382014	3313.07611151147	3268.24764333071	2442.44372340082	3196.56831856736	1550.1619814093	823.683588312447	510.324285586151	790.915761672069	881.35791207662
1025.39619444851	3411.38350233399	3331.22672096804	2725.06116564008	3290.24146341277	1576.27591969946	944.662414184543	521.250441802999	839.064448839404	1163.57698006247
1137.64937392409	3473.76796918853	3434.17749006108	2819.24438377865	3383.49905343292	1636.0852466419	932.606692676951	535.243672886875	908.330167550189	1060.74343028914
1204.86633188439	3532.56573574963	3534.75189294078	2520.91604061407	3474.63721472776	1895.63899658972	776.900286463727	443.354825434044	735.620439615395	704.168601806359
1267.89976551001	3604.44545754739	3628.61150777953	2588.74884818872	3551.31452870661	1996.37485421051	814.723328105531	386.218225867335	789.969671877826	718.611196615273
1225.98627893911	3440.85412368668	3457.17539274739	2499.67450583973	3387.98566103776	1893.94503757281	796.966841598012	403.867303568086	791.242209645802	728.481422829236
1094.45510190109	3604.459865812	3612.73047541999	2617.97417599954	3526.36379199335	1828.56026114786	752.653408357419	438.424917250938	848.172745724227	810.526384661464
971.881701293742	3333.48954208735	3318.91786473359	2390.74036246396	3247.25934868699	1545.95645889123	661.460484858099	446.379628119564	783.112091644552	793.718849024789
1143.01872314725	3629.17469445016	3488.49433482203	3246.26066239501	3516.89929635954	1557.33982413579	1055.36416753756	598.099070032318	945.240638154235	1557.76497531764
942.025234648349	3176.14319087178	3158.84682651449	2143.37507085829	3065.71743504556	1448.92183120468	558.724084100851	446.810245573434	893.591231895754	850.233709553888
927.986631321378	3243.74833720494	3250.89489089097	2110.79332900937	3176.03474813707	1478.74872598164	524.176354228267	509.372029569828	1065.09502300249	944.020419116822
987.196386244268	3142.0067494091	3001.78836605616	2797.03109208835	3103.59073684257	1287.25714425874	1072.95971720013	671.826936666061	1069.95827061372	1601.24725011421
842.069627275744	3240.70490490636	3225.50926911444	2075.19915011121	3173.28807116236	1387.01640370734	625.640907037837	613.781007095768	1051.00052236317	968.880948003834
822.551802145192	3001.24558871403	3024.76823264072	1926.00507820569	2958.39674672718	1385.14154558603	527.750687986609	542.66288012835	1062.27808045808	885.181409166009
755.689688467415	2719.1702327773	2749.35548023707	1766.80311616808	2694.95764956552	1301.06168407917	580.679057939422	603.54879461576	1024.99721692697	827.33678958955
790.108266423759	2819.53754226109	2839.34266873905	1961.62160800165	2794.59750095771	1321.80839935954	688.654670577611	685.309632886251	1061.70264338809	969.738373359854
