APPLE_JUICE	BLUE_BOWL	BLUE_LEGO	BLUE_MUG	BLUE_SPOON	COOKIES	ORANGE_JUICE	ORANGE_KNIFE	RED_LGO	RED_MUG
580.281897838042	2069.15397550953	1954.86470099382	1613.75552274025	1950.81234940523	952.197213160377	813.321008275412	1352.14458930402	1509.9449070221	1206.19127293013
600.776306117942	1842.37578205441	1666.56322542564	2106.21384824372	1722.58554422391	1019.88190888854	1076.97337822417	1578.01299948584	1711.61835783449	1737.76253387199
573.532795160784	1901.98604461753	1728.77757926543	1895.42838921944	1779.69876974636	924.826600843759	985.746270823224	1441.16082021726	1577.24821067241	1591.83974512702
582.070858430482	1811.06729397196	1709.73117776258	1528.19850417398	1753.15416879765	975.475596773382	877.659042988363	1298.34221595716	1466.27680179063	1358.38195208335
558.697810359422	2092.23177068201	1923.66317693295	1874.91938020405	1952.67501503976	957.257298932448	990.064834914795	1373.11204876875	1526.31019510714	1462.0000204836
561.154329125395	2081.90910002622	1940.80119490258	1854.80239077517	1945.40832671064	975.586102624878	921.871646009553	1521.5662869998	1661.73252981307	1339.06547709833
534.681744099523	2111.57377580175	1941.91190592762	1789.89956196362	1960.23654789846	946.20980920848	824.74697167207	1384.03512839268	1538.44498938071	1264.72688675422
490.081365449714	2185.76348989593	1964.74283204898	2084.3848170187	2025.02045808488	957.66771580239	887.875803928646	1294.64426194826	1457.36793020904	1434.52326403853
523.804149894068	2140.54721443254	1914.97278960691	1910.43747447001	1970.83679199663	923.152511319381	851.761184614565	1207.33421844359	1340.12046894188	1397.51482563789
581.922894875784	2216.96754007834	2010.1433472653	1987.76330713854	2094.50728928565	986.865206172992	890.827356384939	1105.81390224795	1211.8546260674	1460.86870421996
581.461602261862	2154.62884671513	1903.09288904488	2226.57539433373	2016.09633568577	994.028094634981	1115.47735296646	1315.20244460287	1371.36530920326	1680.00957247194
654.083934061278	2152.33823557534	1960.70642178853	2210.61503006319	2063.53686961233	1023.12668260261	1147.18335218648	1429.64861966569	1506.03207405315	1683.95791422146
586.203447844696	2021.42284622332	1856.49377272474	1788.74084145518	1890.3674883642	907.303763569693	987.419086400804	1407.60418934346	1519.00054783894	1414.28129792661
584.143819663673	1990.08952837838	1794.98258409093	1917.43314167225	1865.46817120604	945.039055760722	1057.79157589228	1394.07097838766	1525.07648851175	1567.42045598013
674.171350621642	2043.2348650565	1865.48330638871	1942.6926095999	1948.60285840078	853.290577988025	1082.75047078639	1264.90926842529	1459.0337513784	1626.58146413598
540.209575572736	2057.47646884111	1898.54336108259	1718.20271333285	1947.21250358959	944.27987972457	937.433913323983	1300.69911478291	1491.46909815633	1343.83661590522
593.949229972384	1763.85686082256	1642.59079184105	1461.23168775162	1605.25150498455	875.359018270432	931.707046707099	1413.44724883157	1563.80166925112	1342.36448111027
568.179406308659	1874.86989412276	1713.76165032718	1728.86224250376	1719.39015318317	883.472854375059	913.473971890327	1310.50242685875	1453.16024426934	1468.75323954699
626.796014725222	2000.6722220793	1848.028793178	1780.2941609078	1853.67925857773	960.309252246002	950.518663989651	1315.93592101746	1399.59262938714	1459.98010335455
619.964213667117	1987.4387786217	1838.61375490386	1668.89254633265	1822.69417853207	960.893396199473	970.122067294958	1355.37849720679	1414.39549263888	1388.57323498
