APPLE_JUICE	BLUE_BOWL	BLUE_LEGO	BLUE_MUG	BLUE_SPOON	COOKIES	ORANGE_JUICE	ORANGE_KNIFE	RED_LGO	RED_MUG
1310.42118616406	3362.03786562582	3312.67930314684	2293.41155227753	3283.87793199849	1710.76475275141	1044.58093653337	1185.77667604022	1275.49848647876	610.664917980964
1202.75173164102	3069.74708384425	3031.9180917761	2136.12717720239	3012.44686840765	1644.67241921664	1031.49408186931	1160.46028162801	1225.83686199701	585.002546485516
1028.13805220351	3006.02147479771	2977.97455537473	2136.29392586539	2956.12989819851	1594.49340368666	964.414785406981	1006.36225998534	1065.56079479468	607.505880957955
1226.7209815811	3551.915613434	3541.33824177962	2723.77404590887	3520.43991513653	2074.76951970627	1126.6897434717	788.325783551381	651.819781029539	731.935372393717
1190.09689959258	3664.90878061783	3675.76180932974	2541.63848823361	3627.68460682046	2081.82232267123	1114.03485877317	675.72379394784	488.846449225242	489.192926359527
1088.93834605343	3382.59126495164	3353.78399497963	2404.71995942004	3310.22212751525	1799.98461615923	1019.22527809921	801.840936958137	703.82808521465	602.706302041998
1044.43381841682	3108.48370501657	3092.53163805008	2097.8845167103	3024.48495964623	1596.50025170449	1081.87011573025	1098.83992102754	1144.83023850868	568.390511483101
1086.32349267026	3063.56113461605	3022.43914944688	2112.29207061823	2970.21237580149	1550.94302447994	1132.83226395898	1264.5225843018	1359.17702307015	634.258623558438
1101.30151600239	2998.54304208903	2957.35542712728	2034.29166684704	2918.89222926094	1464.84341745549	1126.8839986966	1307.00323004781	1449.41333760409	589.983894432754
1135.55739575614	2954.0496038099	2912.34854979907	1928.86625498699	2909.10794243867	1469.2903531569	1014.64358176145	1270.8502295474	1386.12467756674	576.570633043534
1156.53410677118	2973.17233822584	2945.10879731251	1936.20936843993	2957.30852983866	1525.83746340238	1015.18650132768	1280.81355596162	1384.3335546734	569.834967093184
1090.42381119173	2874.71839208469	2857.13285575504	1884.68944687201	2857.7371334175	1604.47370830567	1019.93493917814	1176.81907426937	1223.9367764361	582.075958115688
1176.08867002061	3093.83328714639	3054.17499080971	2110.74220173238	3044.68720957213	1659.52382559703	1071.3562058307	1229.36182938069	1251.65019690671	551.828642107853
1178.95909569441	3322.08801605852	3278.15843382303	2284.52540331505	3255.76571888638	1803.43881045521	1027.3838452027	1028.15199138601	990.473337496004	512.319005030858
1117.4645529283	3158.89217876764	3108.67886878987	2236.86706088215	3104.99640656537	1699.97056463551	1061.8076036898	1074.20807503464	1039.23530316562	594.081204877351
1093.95675077637	3107.96517437877	3097.02279415649	2176.01961844874	3074.65354243087	1740.7917426167	1057.4725799471	966.916449449759	911.765655843893	613.603165755598
1133.28261114222	3152.99213509223	3160.00215406531	2526.98016372739	3131.27793851095	1819.57762392394	1091.29086083892	886.285223299403	747.434676120071	818.017399720527
1076.76000583225	3085.57158887956	3074.15834853007	2288.05894043059	3050.27197218673	1816.54745108458	1034.77329142471	790.7546579804	651.466450516308	657.379539677357
1093.07806204683	3313.98392679536	3340.67122042693	2347.5210610935	3312.35307514125	1928.92983197305	1046.01874713904	686.766326218286	532.837781191266	526.263594923486
1118.04550429882	3514.41223957248	3541.67098274147	2412.01521320958	3508.46043502812	2018.06081987312	1104.5560530064	715.446710213778	485.806366489715	456.615450538638
